Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
21,96,No,10,86,Yes,1,Public,Neutral,3,No,College,Near,Male,71
16,66,Yes,8,50,Yes,1,Public,Neutral,4,No,High School,Moderate,Male,62
18,75,No,7,50,Yes,4,Public,Positive,2,No,Postgraduate,Near,Female,65
24,77,Yes,7,57,Yes,3,Public,Positive,2,No,College,Far,Male,84
27,74,Yes,6,74,Yes,2,Public,Neutral,2,No,College,Far,Male,68
19,92,Yes,6,52,Yes,3,Public,Positive,1,No,High School,Near,Male,70
17,81,No,8,86,Yes,1,Private,Neutral,3,No,Postgraduate,Near,Male,68
20,83,No,6,51,Yes,2,Public,Negative,4,No,Postgraduate,Near,Male,67
24,94,Yes,6,75,Yes,1,Public,Negative,4,No,High School,Near,Female,69
11,92,Yes,6,84,Yes,2,Public,Negative,1,No,High School,Near,Female,68
6,65,No,6,62,No,3,Public,Neutral,1,No,High School,Near,Male,59
17,89,Yes,9,79,No,0,Public,Positive,2,No,College,Near,Female,67
13,77,Yes,7,63,Yes,0,Public,Positive,1,No,High School,Moderate,Male,63
17,72,Yes,7,61,Yes,1,Public,Negative,4,No,High School,Near,Female,65
19,62,No,7,91,Yes,1,Public,Positive,3,No,College,Near,Male,63
17,79,No,7,67,Yes,1,Private,Positive,3,No,High School,Near,Female,64
29,74,Yes,6,91,Yes,3,Public,Positive,4,No,College,Far,Female,72
22,70,Yes,5,61,Yes,1,Public,Negative,3,No,College,Moderate,Male,63
22,88,No,9,68,No,2,Public,Neutral,2,Yes,High School,Near,Male,66
24,91,Yes,8,55,Yes,0,Private,Neutral,2,No,College,Moderate,Female,67
13,70,Yes,8,75,Yes,1,Public,Positive,2,Yes,Postgraduate,Moderate,Male,66
26,62,Yes,8,69,Yes,2,Public,Positive,3,No,College,Moderate,Female,66
20,94,Yes,10,50,Yes,1,Private,Negative,4,Yes,Postgraduate,Near,Female,68
24,60,No,6,73,Yes,1,Private,Positive,5,No,Postgraduate,Moderate,Male,66
14,97,Yes,5,54,Yes,3,Public,Negative,2,No,College,Near,Female,68
11,85,Yes,8,92,Yes,2,Public,Negative,4,No,High School,Far,Female,65
25,73,Yes,5,75,Yes,0,Private,Positive,2,No,College,Near,Female,67
22,70,No,7,85,Yes,0,Private,Negative,3,No,High School,Far,Male,64
15,60,No,7,91,Yes,0,Private,Negative,2,No,College,Far,Male,59
15,69,Yes,8,53,No,0,Private,Negative,3,No,High School,Near,Male,60
27,66,No,6,67,Yes,1,Public,Negative,4,No,College,Far,Female,65
13,84,Yes,9,51,Yes,0,Public,Negative,4,No,High School,Near,Female,64
30,67,No,6,52,Yes,1,Public,Neutral,1,No,High School,Near,Female,66
15,81,Yes,8,52,Yes,0,Public,Neutral,2,No,Postgraduate,Near,Male,65
24,84,Yes,6,74,Yes,2,Public,Positive,2,No,High School,Far,Male,69
18,72,Yes,8,73,Yes,0,Private,Positive,4,Yes,High School,Near,Female,66
24,61,Yes,5,53,Yes,1,Private,Neutral,5,No,College,,Female,65
17,61,No,7,63,Yes,1,Public,Positive,4,No,College,Moderate,Female,62
19,61,No,9,62,Yes,2,Public,Neutral,2,No,High School,Far,Female,60
20,90,No,7,65,No,4,Public,Positive,4,No,College,Moderate,Female,68
14,73,Yes,9,82,Yes,1,Public,Negative,3,No,High School,Near,Female,64
24,92,No,7,85,Yes,0,Public,Positive,3,No,College,Near,Female,73
17,77,Yes,6,67,Yes,1,Public,Positive,1,No,College,Near,Male,64
19,78,No,7,89,Yes,2,Public,Neutral,4,No,,Moderate,Female,69
14,81,No,8,71,Yes,1,Public,Neutral,3,Yes,Postgraduate,Near,Female,63
5,89,Yes,4,76,Yes,2,Public,Neutral,3,No,College,Near,Male,65
19,71,No,8,57,Yes,2,Public,Positive,4,No,High School,Moderate,Male,65
34,65,Yes,6,62,Yes,0,Public,Negative,3,No,High School,Near,Male,67
25,82,Yes,5,86,No,0,Public,Positive,4,No,High School,Near,Male,67
20,73,No,8,99,Yes,1,Private,Positive,3,No,High School,Near,Male,66
18,78,Yes,9,85,Yes,1,Private,Negative,2,No,Postgraduate,Near,Male,68
20,86,Yes,7,53,Yes,1,Public,Negative,2,No,High School,Near,Male,65
23,80,Yes,5,57,Yes,1,Public,Neutral,4,No,Postgraduate,Near,Male,66
13,85,Yes,6,72,Yes,2,Public,Positive,1,No,College,Moderate,Female,66
27,82,Yes,6,87,No,2,Public,Positive,2,No,High School,Near,Male,69
24,90,No,7,58,Yes,2,Private,Neutral,2,No,Postgraduate,Near,Male,70
24,88,Yes,7,88,Yes,2,Private,Neutral,2,No,Postgraduate,Moderate,Male,71
23,81,No,8,78,Yes,4,Public,Positive,3,No,High School,Moderate,Male,70
20,87,No,8,89,Yes,2,Public,Neutral,3,No,High School,Moderate,Male,68
24,95,Yes,8,78,Yes,2,Public,Negative,2,No,Postgraduate,Far,Female,73
24,77,No,8,80,Yes,1,Public,Positive,2,Yes,High School,Moderate,Female,68
18,77,Yes,7,62,Yes,2,Private,Neutral,4,No,College,Near,Male,66
17,91,Yes,10,86,Yes,1,Public,Neutral,3,Yes,Postgraduate,Moderate,Female,67
21,83,Yes,8,92,Yes,2,Private,Negative,4,Yes,High School,Near,Male,66
29,63,Yes,8,94,Yes,0,Private,Positive,2,No,Postgraduate,Near,Female,69
13,96,No,10,51,Yes,1,Public,Positive,3,No,Postgraduate,Near,Female,67
11,61,Yes,7,81,Yes,5,Public,Positive,4,Yes,High School,Near,Male,61
21,90,No,6,99,Yes,2,Private,Negative,3,No,College,Near,Female,70
20,90,No,9,79,Yes,2,Public,Negative,2,No,High School,Near,Female,70
21,98,Yes,9,59,No,3,Public,Neutral,3,Yes,College,Near,Female,70
21,62,No,7,94,Yes,1,Private,Positive,3,No,College,Moderate,Female,64
19,84,No,10,63,Yes,0,Public,Negative,3,No,College,Far,Female,65
29,77,No,7,52,Yes,5,Public,Positive,4,No,College,Near,Female,70
10,73,Yes,8,72,Yes,1,Public,Positive,2,No,College,Moderate,Female,62
15,64,Yes,9,55,Yes,1,Public,Neutral,3,No,College,Near,Female,64
19,83,Yes,7,56,Yes,1,Private,Positive,3,No,College,Far,Female,67
10,79,No,8,73,No,1,Public,Neutral,4,No,High School,Near,Female,63
19,64,Yes,9,81,Yes,0,Public,Neutral,3,Yes,High School,Near,Male,62
30,84,No,6,95,Yes,2,Public,Negative,2,No,College,Near,Male,72
20,90,No,6,85,No,3,Private,Neutral,2,No,College,Near,Male,69
21,91,Yes,9,92,Yes,5,Private,Negative,2,No,High School,Near,Male,72
12,96,Yes,7,71,Yes,2,Private,Positive,2,No,College,Near,Male,68
16,76,No,6,66,Yes,1,Private,Neutral,3,No,Postgraduate,Near,Female,64
18,98,Yes,7,80,Yes,3,Private,Neutral,1,No,College,Near,Female,72
18,95,Yes,8,85,Yes,2,Public,Positive,3,No,College,Near,Female,73
28,72,Yes,5,78,No,5,Private,Negative,2,No,College,Far,Male,67
23,66,Yes,8,63,Yes,0,Public,Negative,4,No,College,Near,Female,64
13,77,Yes,8,68,Yes,3,Private,Neutral,3,No,High School,Near,Female,65
21,76,Yes,9,72,Yes,1,Public,Neutral,3,No,High School,Moderate,Female,67
23,83,Yes,7,51,Yes,3,Public,Neutral,2,No,College,Moderate,Male,68
27,83,Yes,9,94,Yes,2,Public,Positive,2,No,High School,,Male,72
29,90,Yes,7,76,Yes,1,Public,Positive,3,No,High School,Moderate,Female,71
14,80,Yes,7,88,Yes,1,Private,Neutral,3,No,High School,Near,Male,66
15,64,No,7,59,Yes,0,Public,Neutral,3,Yes,High School,Near,Female,59
12,94,Yes,10,78,Yes,1,Public,Neutral,2,No,High School,Near,Female,68
19,72,Yes,5,96,No,3,Public,Positive,2,No,High School,Moderate,Female,64
23,99,No,8,61,Yes,2,Private,Positive,3,Yes,High School,Near,Female,70
26,65,Yes,7,67,Yes,4,Private,Negative,3,No,High School,Moderate,Female,65
20,98,Yes,7,69,No,2,Public,Negative,2,No,College,Near,Female,72
18,64,No,8,69,Yes,3,Public,Positive,3,No,College,Moderate,Male,66
21,69,Yes,9,80,Yes,2,Public,Positive,5,No,College,Near,Male,68
15,62,No,8,70,Yes,1,Private,Positive,3,No,College,Near,Male,62
33,88,No,9,84,Yes,1,Public,Negative,3,No,High School,Near,Male,70
10,94,Yes,7,74,Yes,3,Public,Positive,3,No,College,Moderate,Male,70
21,77,Yes,7,58,Yes,0,Public,Negative,3,No,College,Near,Male,64
32,97,Yes,5,97,Yes,1,Public,Positive,5,No,College,Moderate,Female,76
20,84,Yes,10,62,Yes,1,Public,Neutral,2,No,College,Moderate,Male,67
19,85,No,7,78,Yes,2,Private,Negative,3,No,College,Near,Male,69
18,94,Yes,7,53,Yes,4,Public,Positive,3,No,High School,Far,Female,68
19,72,Yes,8,96,Yes,1,Public,Positive,2,No,Postgraduate,Moderate,Female,67
28,74,Yes,9,96,Yes,0,Private,Neutral,3,No,High School,Near,Female,69
7,96,Yes,6,68,Yes,2,Public,Neutral,1,No,High School,Near,Female,67
29,96,Yes,9,56,Yes,0,Private,Neutral,4,No,High School,Near,Male,73
11,99,Yes,7,88,No,4,Private,Neutral,3,No,College,Near,Male,71
18,96,No,9,63,Yes,4,Private,Neutral,3,No,Postgraduate,Near,Male,70
17,65,Yes,6,85,Yes,1,Private,Neutral,3,No,,Near,Male,65
24,93,Yes,8,96,Yes,0,Public,Positive,1,No,Postgraduate,Moderate,Male,73
10,76,Yes,7,80,Yes,1,Public,Positive,4,No,Postgraduate,Near,Female,65
23,100,Yes,5,93,Yes,4,Private,Neutral,3,No,Postgraduate,Moderate,Male,73
32,79,Yes,5,61,Yes,0,Public,Positive,3,No,College,Near,Male,70
12,82,Yes,6,96,Yes,0,Private,Positive,4,Yes,College,Near,Male,66
21,81,Yes,8,61,Yes,3,Public,Negative,5,No,High School,Moderate,Female,66
16,73,Yes,4,61,Yes,4,Private,Neutral,5,No,High School,Moderate,Male,64
23,63,Yes,8,94,Yes,2,Public,Neutral,5,No,Postgraduate,Near,Male,68
20,96,No,7,78,Yes,1,Public,Neutral,2,No,High School,Near,Male,70
16,92,Yes,4,90,Yes,6,Private,Neutral,3,No,High School,Near,Male,72
23,66,No,6,90,Yes,2,Public,Neutral,3,No,High School,Near,Male,66
31,91,Yes,6,82,Yes,2,Public,Positive,3,No,High School,Near,Male,74
19,85,No,7,59,Yes,0,Private,Negative,4,No,College,Moderate,Male,67
24,76,Yes,9,85,Yes,2,Private,Positive,2,No,Postgraduate,Near,Female,71
12,70,Yes,9,53,Yes,2,Public,Neutral,2,Yes,High School,Near,Male,60
14,94,No,6,60,Yes,3,Public,Neutral,3,No,College,,Female,68
23,88,No,6,82,Yes,0,Private,Negative,3,No,College,Near,Male,69
29,82,No,5,95,Yes,2,Public,Neutral,3,No,College,Near,Male,74
22,84,Yes,6,89,Yes,2,Public,Neutral,3,No,High School,Near,Male,71
18,64,Yes,6,67,Yes,0,Private,Negative,4,No,College,Near,Male,63
20,79,Yes,7,91,No,2,Private,Negative,4,Yes,College,Moderate,Male,66
12,68,No,7,98,Yes,1,Private,Neutral,4,No,High School,Near,Male,65
24,68,No,6,67,No,0,Private,Positive,3,Yes,High School,Far,Female,60
25,86,Yes,6,59,Yes,3,Public,Positive,3,No,High School,Near,Female,69
17,96,No,6,60,Yes,1,Public,Neutral,3,No,College,Near,Female,69
17,76,Yes,6,70,Yes,2,Public,Neutral,4,No,Postgraduate,Moderate,Male,67
22,68,Yes,9,53,Yes,1,Public,Neutral,2,No,High School,Moderate,Female,65
17,86,Yes,8,74,Yes,1,Private,Neutral,4,No,College,Near,Male,70
20,95,Yes,8,87,Yes,0,Private,Positive,3,No,Postgraduate,Moderate,Female,71
33,90,Yes,9,77,Yes,3,Public,Negative,6,Yes,Postgraduate,Moderate,Male,73
19,95,Yes,8,99,Yes,0,Public,Neutral,2,No,Postgraduate,Moderate,Male,70
18,81,Yes,9,73,Yes,1,Public,Neutral,2,No,High School,Near,Female,67
16,90,Yes,8,51,Yes,1,Public,Neutral,5,No,High School,Moderate,Female,67
24,66,No,7,74,Yes,0,Public,Neutral,2,No,College,Moderate,Male,65
19,74,Yes,6,96,Yes,2,Public,Neutral,3,No,College,,Male,69
16,76,Yes,6,55,No,1,Public,Positive,1,No,Postgraduate,,Male,65
28,80,Yes,8,61,Yes,1,Private,Negative,3,No,College,Far,Female,68
29,97,No,7,86,Yes,0,Public,Positive,3,No,College,Near,Female,74
16,95,Yes,5,65,Yes,0,Private,Neutral,3,No,College,Near,Female,68
9,65,No,4,88,Yes,1,Public,Positive,3,No,College,Near,Male,61
26,67,Yes,10,71,Yes,3,Public,Neutral,3,No,Postgraduate,Near,Male,67
16,74,Yes,6,90,Yes,1,Private,Negative,4,Yes,High School,Near,Female,66
25,72,Yes,6,78,Yes,8,Public,Positive,4,No,High School,Near,Male,69
8,85,Yes,9,54,Yes,1,Private,Positive,3,No,High School,Near,Male,62
25,96,Yes,5,69,Yes,0,Public,Neutral,4,No,High School,Moderate,Male,71
13,98,Yes,8,67,Yes,1,Private,Positive,4,No,Postgraduate,Moderate,Female,71
24,86,Yes,10,91,Yes,0,Private,Positive,4,No,College,Near,Female,72
20,94,Yes,10,81,Yes,1,Public,Neutral,5,Yes,High School,Far,Female,69
14,81,No,6,89,No,6,Private,Neutral,3,No,College,Near,Female,67
18,68,No,7,69,Yes,1,Public,Neutral,4,Yes,High School,Moderate,Female,63
24,81,Yes,6,85,No,1,Public,Neutral,4,No,College,Moderate,Male,68
21,82,Yes,7,53,Yes,0,Public,Positive,2,No,Postgraduate,Near,Male,69
24,90,Yes,9,52,Yes,0,Public,Negative,3,Yes,College,Near,Female,65
32,69,Yes,5,64,Yes,0,Public,Negative,3,No,Postgraduate,Near,Female,70
11,75,No,8,89,Yes,2,Private,Positive,4,No,College,Moderate,Male,65
30,75,No,7,77,Yes,0,Public,Positive,2,No,High School,Moderate,Male,67
21,98,Yes,9,70,Yes,0,Public,Positive,1,No,College,Near,Male,72
15,78,Yes,9,95,Yes,1,Public,Positive,3,No,High School,Near,Male,69
12,90,Yes,6,75,No,2,Public,Neutral,3,No,Postgraduate,Near,Male,69
19,90,No,7,81,Yes,4,Public,Neutral,4,Yes,College,Near,Female,71
26,71,Yes,8,99,Yes,1,Public,Positive,3,No,High School,Far,Male,67
19,83,No,8,76,Yes,3,Public,Neutral,3,No,Postgraduate,Near,Female,65
29,96,No,4,89,Yes,2,Public,Neutral,2,No,High School,Far,Female,70
11,79,No,8,71,Yes,1,Private,Positive,2,No,College,Moderate,Female,63
20,98,Yes,9,52,Yes,0,Private,Positive,3,No,College,Far,Male,71
12,69,Yes,7,92,Yes,1,Public,Neutral,3,No,College,Near,Female,64
22,63,Yes,8,97,Yes,5,Private,Neutral,3,No,High School,Near,Male,69
25,96,No,9,72,Yes,0,Private,Positive,3,No,High School,Near,Male,69
17,94,Yes,7,75,Yes,1,Public,Positive,3,No,Postgraduate,Moderate,Male,70
4,100,No,8,71,Yes,2,Private,Negative,4,No,High School,Moderate,Female,64
21,87,No,7,100,Yes,1,Public,Positive,3,No,High School,Near,Male,70
23,97,No,7,95,Yes,0,Private,Positive,4,No,Postgraduate,Moderate,Female,74
22,93,Yes,6,52,Yes,1,Public,Negative,3,No,College,Near,Female,69
27,94,Yes,7,89,Yes,3,Private,Positive,2,No,College,Near,Female,73
14,83,Yes,10,80,Yes,1,Private,Neutral,3,Yes,College,Near,Female,66
24,75,Yes,6,51,No,1,Public,Negative,3,No,High School,Near,Male,67
27,97,No,8,72,Yes,6,Public,Neutral,2,No,College,Near,Female,76
9,77,No,7,57,Yes,2,Public,Negative,3,No,High School,Near,Male,61
22,82,Yes,9,94,Yes,0,Public,Positive,4,No,High School,Moderate,Female,68
17,78,Yes,9,51,Yes,1,Private,Neutral,3,No,High School,Moderate,Male,63
20,83,Yes,6,94,Yes,1,Public,Neutral,2,No,High School,Near,Male,67
22,79,Yes,6,97,Yes,3,Public,Negative,3,No,High School,Moderate,Male,66
17,62,Yes,6,54,Yes,2,Public,Neutral,3,No,College,Near,Male,62
16,95,Yes,6,86,Yes,0,Private,Neutral,3,No,High School,Near,Male,69
20,78,No,6,77,Yes,3,Private,Positive,3,No,High School,Moderate,Male,67
13,84,No,8,98,No,2,Public,Positive,2,No,College,Moderate,Female,66
13,66,Yes,6,90,Yes,2,Public,Positive,3,Yes,High School,Moderate,Male,63
24,60,No,6,85,Yes,1,Public,Neutral,2,No,Postgraduate,Moderate,Male,64
13,70,Yes,6,96,Yes,2,Private,Negative,5,No,Postgraduate,Moderate,Male,64
24,88,No,8,58,Yes,1,Public,Negative,3,No,High School,Near,Male,67
23,64,Yes,7,69,Yes,4,Public,Positive,3,No,High School,Moderate,Male,66
10,96,Yes,7,92,Yes,1,Public,Neutral,1,No,High School,Near,Female,68
16,69,Yes,6,55,Yes,1,Public,Negative,1,No,High School,Moderate,Male,62
27,68,Yes,5,97,Yes,1,Public,Negative,4,No,College,Near,Male,68
14,67,No,9,87,Yes,1,Private,Positive,3,No,High School,Near,Male,63
17,61,No,7,72,Yes,1,Public,Neutral,2,No,High School,Moderate,Male,62
23,91,No,10,67,Yes,2,Public,Positive,2,No,College,Near,Male,72
25,95,No,8,57,Yes,4,Public,Neutral,3,No,High School,Moderate,Female,69
18,85,Yes,10,55,Yes,3,Public,Neutral,3,No,High School,Near,Male,67
16,68,Yes,8,71,Yes,1,Private,Neutral,3,No,High School,Moderate,Male,65
29,71,No,7,92,Yes,1,Public,Positive,3,No,High School,Near,Female,69
30,79,Yes,6,77,Yes,1,Public,Positive,2,No,High School,Near,Male,72
26,98,Yes,6,73,Yes,2,Public,Negative,3,No,High School,Near,Female,70
21,70,No,9,66,Yes,1,Public,Neutral,4,No,College,Moderate,Male,91
15,89,Yes,7,58,Yes,2,Public,Negative,3,No,High School,Moderate,Male,65
15,78,Yes,8,100,Yes,0,Public,Negative,3,Yes,High School,Near,Female,62
23,72,Yes,8,51,Yes,2,Private,Positive,3,No,College,Far,Male,65
23,78,Yes,8,66,Yes,1,Public,Neutral,1,No,College,Moderate,Female,67
28,63,No,6,88,Yes,4,Public,Neutral,4,No,High School,Far,Male,67
24,92,No,9,76,Yes,2,Public,Positive,2,No,High School,Near,Female,72
11,70,Yes,7,66,Yes,1,Public,Negative,3,No,High School,Near,Female,60
26,89,No,7,100,Yes,0,Public,Neutral,3,No,High School,Near,Female,69
14,63,No,8,81,Yes,0,Private,Positive,5,No,High School,Near,Female,61
18,98,Yes,7,65,Yes,1,Private,Neutral,4,No,Postgraduate,Near,Female,70
22,68,No,4,92,Yes,2,Public,Neutral,3,No,High School,Near,Male,68
32,95,Yes,9,58,Yes,2,Private,Positive,4,No,High School,Near,Male,75
39,92,No,9,73,Yes,1,Public,Negative,4,No,Postgraduate,Moderate,Male,75
24,99,No,4,92,Yes,2,Private,Neutral,3,No,High School,Far,Male,72
19,79,Yes,5,99,Yes,1,Private,Negative,4,No,College,Moderate,Female,66
23,89,No,10,69,Yes,5,Public,Neutral,4,No,High School,Near,Male,71
25,75,No,7,57,Yes,4,Public,Positive,5,No,College,Near,Male,70
18,67,Yes,7,78,Yes,2,Public,Negative,3,Yes,High School,Near,Female,63
31,78,Yes,6,97,Yes,0,Public,Neutral,3,No,High School,Near,Male,72
21,67,Yes,5,83,Yes,1,Private,Neutral,5,No,High School,Near,Male,65
23,99,Yes,7,80,Yes,3,Private,Neutral,2,No,High School,Near,Male,71
24,64,Yes,8,65,Yes,0,Public,Positive,3,No,College,Near,Female,65
23,84,Yes,7,80,Yes,1,Private,Positive,3,No,College,Moderate,Female,69
25,85,Yes,8,94,Yes,3,Public,Positive,3,No,High School,Moderate,Male,71
16,82,Yes,10,69,Yes,2,Public,Positive,4,No,College,Near,Male,68
17,86,No,6,62,Yes,2,Public,Positive,4,No,High School,Near,Female,66
13,65,No,7,74,Yes,0,Public,Neutral,2,Yes,High School,Moderate,Male,60
23,82,No,9,69,Yes,0,Public,Positive,3,No,High School,Near,Female,68
25,71,Yes,6,73,Yes,1,Private,Neutral,4,No,High School,Near,Female,67
23,98,No,7,55,Yes,3,Private,Neutral,4,No,High School,Near,Male,71
30,90,No,10,67,Yes,2,Private,Neutral,6,No,High School,Near,Male,74
20,99,No,6,91,Yes,2,Public,Negative,4,No,High School,Near,Male,70
24,62,No,9,70,Yes,2,Public,Positive,2,No,College,Moderate,Female,63
13,71,No,7,98,Yes,0,Public,Positive,3,No,College,Near,Male,64
18,68,Yes,10,85,Yes,3,Public,Neutral,3,No,High School,Near,Male,66
24,60,Yes,5,68,Yes,0,Public,Neutral,3,No,Postgraduate,Near,Female,64
25,70,Yes,7,63,Yes,1,Private,Positive,3,No,College,Moderate,Male,69
18,87,Yes,5,84,Yes,2,Private,Positive,4,No,Postgraduate,Near,Male,71
20,69,No,6,65,Yes,1,Public,Neutral,2,No,High School,Near,Female,64
11,80,Yes,6,96,Yes,1,Public,Neutral,3,No,High School,Near,Male,65
18,96,No,7,56,Yes,2,Private,Neutral,1,No,College,Near,Female,69
25,88,No,5,51,Yes,1,Public,Neutral,1,No,High School,Near,Female,68
23,76,Yes,7,61,Yes,3,Public,Positive,4,No,High School,Near,Male,68
23,75,Yes,8,80,Yes,0,Private,Neutral,4,No,High School,Moderate,Female,68
20,78,Yes,5,92,Yes,1,Public,Positive,3,No,High School,Far,Male,65
20,67,No,6,59,Yes,1,Private,Negative,4,No,College,Near,Female,65
16,85,No,10,79,Yes,1,Private,Neutral,3,No,College,Near,Male,66
24,75,No,7,57,Yes,0,Public,Neutral,1,No,Postgraduate,Near,Male,66
23,94,Yes,4,78,Yes,2,Public,Neutral,4,No,High School,Moderate,Male,71
23,90,Yes,5,51,Yes,0,Public,Negative,1,No,High School,Near,Male,68
17,84,Yes,7,78,Yes,0,Public,Neutral,5,Yes,College,Moderate,Female,65
7,75,Yes,7,76,Yes,0,Private,Positive,4,No,College,Moderate,Female,63
27,68,No,6,52,Yes,1,Private,Neutral,5,No,Postgraduate,Far,Female,66
17,91,Yes,10,84,Yes,7,Public,Neutral,4,Yes,College,Moderate,Male,71
15,79,Yes,10,79,Yes,2,Private,Neutral,4,No,College,Moderate,Male,65
24,69,Yes,7,81,Yes,3,Private,Neutral,4,No,High School,Near,Female,68
18,68,Yes,8,76,Yes,2,Public,Neutral,3,No,Postgraduate,Near,Male,66
26,67,No,8,86,Yes,2,Public,Negative,2,Yes,High School,Near,Female,64
24,91,Yes,9,76,Yes,1,Public,Positive,4,No,College,Near,Female,70
24,69,Yes,6,96,Yes,4,Public,Positive,4,No,College,Moderate,Male,70
12,81,No,10,97,Yes,1,Private,Positive,5,No,High School,Near,Female,66
27,78,Yes,7,86,Yes,3,Public,Positive,2,No,High School,Moderate,Female,70
22,83,No,8,96,No,2,Public,Positive,0,No,College,Near,Female,71
18,95,No,7,96,Yes,2,Private,Positive,4,Yes,High School,Moderate,Male,70
21,95,No,7,63,Yes,1,Private,Positive,4,No,Postgraduate,Near,Male,70
9,78,Yes,7,100,Yes,2,Public,Positive,2,No,High School,Near,Male,66
22,61,No,5,63,Yes,1,Public,Positive,3,No,Postgraduate,Near,Male,64
14,77,No,4,51,Yes,5,Public,Positive,3,No,College,Moderate,Male,66
12,84,Yes,7,98,Yes,1,Public,Positive,3,No,High School,Near,Female,68
11,82,No,6,61,Yes,2,Public,Neutral,2,No,High School,Near,Female,61
27,86,Yes,8,79,Yes,2,Private,Positive,4,No,College,Near,Male,72
16,66,No,8,99,Yes,1,Private,Positive,3,No,High School,Moderate,Male,66
29,86,Yes,7,52,Yes,1,Public,Positive,3,No,College,Near,Female,68
17,67,No,9,63,Yes,1,Public,Negative,4,No,College,Far,Male,61
10,90,Yes,7,80,Yes,0,Public,Neutral,5,No,High School,Near,Female,67
13,74,Yes,5,88,Yes,3,Private,Neutral,3,Yes,College,Near,Female,66
27,88,Yes,7,90,Yes,3,Public,Positive,4,No,Postgraduate,Moderate,Female,74
19,62,Yes,9,94,Yes,0,Public,Neutral,4,No,Postgraduate,Near,Female,66
17,76,Yes,4,58,Yes,4,Private,Neutral,2,No,Postgraduate,Moderate,Female,67
21,88,Yes,7,69,Yes,4,Private,Neutral,3,No,College,Near,Male,71
23,69,Yes,8,86,Yes,0,Public,Neutral,4,No,College,Far,Male,66
27,92,Yes,10,86,Yes,0,Private,Positive,3,No,High School,Moderate,Male,71
29,85,Yes,9,65,No,4,Private,Neutral,4,No,Postgraduate,Moderate,Male,72
18,84,Yes,7,65,Yes,2,Public,Negative,3,No,High School,Near,Female,66
12,74,Yes,8,66,Yes,1,Public,Positive,2,No,High School,Near,Male,62
18,79,Yes,4,95,Yes,1,Public,Negative,2,No,High School,Moderate,Female,66
22,84,Yes,5,95,Yes,2,Public,Neutral,3,No,High School,Moderate,Male,69
14,79,Yes,8,51,Yes,0,Public,Negative,4,No,,Near,Male,64
14,88,Yes,7,66,Yes,4,Public,Positive,3,No,High School,Near,Female,69
22,77,Yes,7,70,Yes,2,Private,Positive,4,No,Postgraduate,Near,Male,69
20,68,Yes,7,99,Yes,0,Public,Positive,2,Yes,College,Moderate,Female,64
20,69,Yes,7,97,Yes,3,Public,Positive,3,Yes,College,Near,Female,68
15,60,Yes,7,81,Yes,4,Public,Positive,2,No,High School,Near,Male,63
19,72,Yes,5,52,Yes,1,Public,Positive,2,No,High School,Near,Male,64
14,90,Yes,7,60,Yes,2,Public,Neutral,4,No,Postgraduate,Near,Male,69
25,92,No,5,72,Yes,1,Public,Positive,4,No,High School,Near,Female,71
26,68,No,6,98,Yes,2,Private,Neutral,3,No,College,Far,Female,67
9,98,No,9,55,Yes,3,Public,Positive,2,No,High School,,Male,67
14,80,Yes,7,90,Yes,2,Public,Negative,2,No,College,Far,Female,66
11,97,Yes,8,60,Yes,0,Private,Positive,3,No,High School,Near,Male,67
